id,scope,sku,field,before,after,label
phase2R-contaminant_solvers-Q2M-PYA4000M-20,product,Q2M-PYA4000M,template_group,contaminant_solvers,ceramic_coating,"APPROVED (5/5): YANLIŞ GRUP DÜZELTMESİ: Gyeon QM Prep kaplama öncesi yüzey hazırlayıcı; ceramic_coating ekosistemi altına taşı"
phase2R-contaminant_solvers-Q2M-PYA4000M-21,product,Q2M-PYA4000M,template_sub_type,single_layer_coating,surface_prep,"APPROVED (5/5): sub_type düzeltmesi: kaplama öncesi yağ/kalıntı arındırıcı = surface_prep; single_layer_coating yanlış etikettti"
phase2R-contaminant_solvers-Q2M-IR4000M-22,product,Q2M-IR4000M,template_sub_type,iron_remover,wheel_iron_remover,"APPROVED (5/5): contaminant_solvers içi; demir tozu+balata tozu sökücü jant/boya ortak kullanım; wheel_iron_remover üst-aile; specs.target_surface ile ayrıştırılır"
phase2R-contaminant_solvers-79291-23,product,79291,template_sub_type,iron_remover,wheel_iron_remover,"APPROVED (5/5): contaminant_solvers içi; INNOVACAR D1 Iron demir tozu çözücü ph-nötr; wheel_iron_remover üst-aile"
phase2R-interior_cleaner-Q2M-TRC500M-24,product,Q2M-TRC500M,template_sub_type,plastic_cleaner,interior_apc,"APPROVED (5/5): interior_cleaner içi; plastik trim/vinil/motor temizleyici; iç mekan APC fonksiyonu"
phase2R-interior_cleaner-70901-25,product,70901,template_sub_type,foam_cleaner,interior_apc,"APPROVED (5/5): interior_cleaner içi; FRA-BER Tex çok amaçlı temizlik köpüğü; APC form=aerosol köpük; specs.form ile ayrıştırılır"
phase2R-interior_cleaner-Q2M-DT10P-26,product,Q2M-DT10P,template_sub_type,degreaser,heavy_duty_cleaner,"APPROVED (5/5): interior_cleaner içi; yağ çözücü tablet; ağır kir temizleyici ailesi; form=tablet specs ile ayrıştırılır"
phase2R-interior_cleaner-Q2M-FCNA1000M-27,product,Q2M-FCNA1000M,template_sub_type,fabric_cleaner,fabric_cleaner_concentrate,"APPROVED (5/5): interior_cleaner içi; Gyeon FabricCleaner 1000ml ph=10 konsantre formül; fabric_cleaner_concentrate alt-türü"
phase2R-interior_cleaner-Q2M-IDYA4000M-28,product,Q2M-IDYA4000M,template_sub_type,interior_disinfectant,surface_disinfectant,"APPROVED (5/5): interior_cleaner içi; alkol bazlı iç mekan bakteri/virüs temizleyici; surface_disinfectant üst-aile; target=interior specs ile ayrıştırılır"
phase2R-interior_cleaner-Q2M-PM500M-29,product,Q2M-PM500M,template_sub_type,interior_detailer,plastic_dressing,"APPROVED (5/5): interior_cleaner içi; PurifyMaintain günlük bakım spreyi plastik/deri/kumaş; plastic_dressing üst-aile; multi_surface=true specs ile ayrıştırılır"
phase2R-interior_cleaner-Q2M-PRYA250M-30,product,Q2M-PRYA250M,template_sub_type,plastic_restorer,plastic_dressing,"APPROVED (5/5): interior_cleaner içi; Preserve plastik trim yenileyici/koruyucu; plastic_dressing alt-türü (restoration variant)"
phase2R-microfiber-70919-31,product,70919,template_sub_type,chamois_drying_towel,drying_towel,"APPROVED (5/5): microfiber içi; sentetik güderi kurulama bezi; drying_towel ana sınıfı; material=chamois specs ile ayrıştırılır"
phase2R-microfiber-Q2M-BWE4040-32,product,Q2M-BWE4040,template_sub_type,coating_cloth,buffing_cloth,"APPROVED (5/5): microfiber içi; Baldwipe EVO lazer kesim tüysüz bez kaplama silimi/cila artık temizliği; buffing_cloth işlevi"
phase2R-microfiber-Q2M-SEP1010C-33,product,Q2M-SEP1010C,template_sub_type,suede_cloth,glass_cloth,"APPROVED (5/5): microfiber içi; süet bez seramik kaplama silimi için — glass_cloth tüysüz silme bezi ailesine yakın; material=suede specs ile ayrıştırılır"
phase2R-microfiber-3219-34,product,3219,template_sub_type,cleaning_cloth,multi_purpose_cloth,"APPROVED (5/5): microfiber içi; KLIN Green Monster jant/motor/lastik genel temizlik bezi; multi_purpose_cloth eş anlamlı"
phase2R-microfiber-3236NBR2-35,product,3236NBR2,template_sub_type,interior_cleaning_applicator,interior_cloth,"APPROVED (5/5): microfiber içi; deri+plastik iç temizlik aplikatörü; interior_cloth ailesi; form=scrubpad specs ile ayrıştırılır"
