id,scope,sku,field,before,after,label,confidence,source_quote
phase3a-Q2M-CMPR1000M-skill_level-1,product.specs,Q2M-CMPR1000M,specs.skill_level,,both,Faz3 extract,medium,GYEON Q²M Compound+ Plus REDEFINED: Maksimum Düzeltme ve Boy…
phase3a-Q2M-CMPR1000M-pre_coating_safe-1,product.specs,Q2M-CMPR1000M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…m bittiğinde, yüzeyin gerçek durumunu görmek için GYEON Q²M Prep ile tüm polisaj yağlarından arındırın. Önerilen Polisaj Sis…"
phase3a-Q2M-GP250M-skill_level-1,product.specs,Q2M-GP250M,specs.skill_level,,both,Faz3 extract,medium,GYEON Q²M Glass Polish: Cam Leke Giderici ve Yüzey Hazırlayı…
phase3a-Q2M-GP250M-confidence_level-1,product.specs,Q2M-GP250M,specs.confidence_level,,medium,Faz3 extract,low,"…e optik netliğini artırırken, aynı zamanda parlak bir bitiş sunar. Özel formülü, sadece cam temizliği yapmakla kalmaz, aynı z…"
phase3a-Q2M-GP250M-pre_coating_safe-1,product.specs,Q2M-GP250M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…e Temizlik: İşlem bittiğinde, yüzeydeki kalıntıyı GYEON Q²M Prep yardımıyla silin. Önerilen Sistem Bileşenleri Ürün Amaç S…"
phase3a-Q2M-PO1000M-application_method-1,product.specs,Q2M-PO1000M,specs.application_method,,hand,Faz3 extract,medium,"…İşlem sonrası yüzeyi GYEON veya MG PADS marka kaliteli bir mikrofiber bezle silin. Yüzeyin soğumasını bekledikten sonra, gerçek sonucu…"
phase3a-Q2M-PO1000M-pre_coating_safe-1,product.specs,Q2M-PO1000M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…sını bekledikten sonra, gerçek sonucu görmek için GYEON Q²M Prep ile tüm cila kalıntılarından arındırın. Önerilen Polisaj S…"
phase3a-Q2M-PPR1000M-confidence_level-1,product.specs,Q2M-PPR1000M,specs.confidence_level,,medium,Faz3 extract,low,"…almaz, UV ve kimyasal dayanımla birlikte büyük bir iticilik sağlar. Hacim: 1000 ml NASIL KULLANILIR? • Minimum ve orta…"
phase3a-22984.260.001-confidence_level-1,product.specs,22984.260.001,specs.confidence_level,,medium,Faz3 extract,low,…x PE serisi gibi Rotary polisaj makineleriyle kullanım için geliştirilmiştir. o Maksimum Kesim İçin: Doğal Kuzu Postu Keçe. o Kontrol…
phase3a-22984.260.001-pre_coating_safe-1,product.specs,22984.260.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22984.281.001-confidence_level-1,product.specs,22984.281.001,specs.confidence_level,,medium,Faz3 extract,low,"…yüksek verimlilik sunması, işletmeler için maliyet avantajı sağlar. • Ağır Kusurlu ve Yıpranmış Boyalar: Yoğun ve derin çizikl…"
phase3a-22984.281.001-pre_coating_safe-1,product.specs,22984.281.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22930.261.001-confidence_level-1,product.specs,22930.261.001,specs.confidence_level,,medium,Faz3 extract,low,"…en yayılır, uzun süre kurumadan çalışır ve maksimum ekonomi sağlar. Kullanıcılara yüksek verimlilik ve maliyet avantajı sunar.…"
phase3a-22930.261.001-application_method-1,product.specs,22930.261.001,specs.application_method,,hand,Faz3 extract,medium,…ontrol: • Polisaj sonrası yüzeydeki kalıntıları yumuşak bir mikrofiber bezle silin. Pro-Tip: Gerçek Sonucu Görün Menzerna ürünleri sil…
phase3a-22930.261.001-pre_coating_safe-1,product.specs,22930.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22771.261.001-skill_level-1,product.specs,22771.261.001,specs.skill_level,,both,Faz3 extract,medium,Menzerna 2200: Orta Seviye Çizikler İçin Fiyat/Performans Li…
phase3a-22771.261.001-confidence_level-1,product.specs,22771.261.001,specs.confidence_level,,medium,Faz3 extract,low,"…at pastaların yetersiz kaldığı durumlarda ekstra kesim gücü sunar. Formülündeki hassas ve dayanıklı mikro aşındırıcılar, kusu…"
phase3a-22771.261.001-pre_coating_safe-1,product.specs,22771.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22828.261.001-confidence_level-1,product.specs,22828.261.001,specs.confidence_level,,medium,Faz3 extract,low,"…irken, aynı zamanda sınıfında lider bir parlaklık ve netlik sunar. Birçok durumda tek adımda hem düzeltme hem de bitiş yapabi…"
phase3a-22828.261.001-pre_coating_safe-1,product.specs,22828.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22029.261.001-confidence_level-1,product.specs,22029.261.001,specs.confidence_level,,medium,Faz3 extract,low,"…, korumanın daha iyi tutunmasını ve daha parlak görünmesini sağlar. Pro-Tip: Çift Ped Yöntemi ile Performansı Artırın Yoğun…"
phase3a-22029.261.001-pre_coating_safe-1,product.specs,22029.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22911.261.001-confidence_level-1,product.specs,22911.261.001,specs.confidence_level,,medium,Faz3 extract,low,"…ündeki, dünyanın en küçük ve en homojen partikülleri olduğu iddia edilen dayanıklı mikro aşındırıcılar, sert yüzeylerde bile etkil…"
phase3a-22911.261.001-pre_coating_safe-1,product.specs,22911.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22992.261.001-skill_level-1,product.specs,22992.261.001,specs.skill_level,,both,Faz3 extract,medium,"…n özellikle yumuşak ve hassas boyalarda güvenle kullanılır. Kolay kullanımı ve mükemmel sonuçları ile 3800'ün ""Show Car"" parlaklığına…"
phase3a-22992.261.001-confidence_level-1,product.specs,22992.261.001,specs.confidence_level,,medium,Faz3 extract,low,…eri (wax veya sealant) öncesi mükemmel yüzeyi hazırlamanızı sağlar. Teknik Özellikler • Aşındırıcılık: 2/10 • Parlaklık: 10…
phase3a-22992.261.001-pre_coating_safe-1,product.specs,22992.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22200.261.001-skill_level-1,product.specs,22200.261.001,specs.skill_level,,both,Faz3 extract,medium,Menzerna 400 Yeşil Seri: Sağlığa Duyarlı Güçlü Çizik Gideric…
phase3a-22200.261.001-confidence_level-1,product.specs,22200.261.001,specs.confidence_level,,medium,Faz3 extract,low,"…asal ve solvent kokuları olmadan, tozsuz bir çalışma imkanı sunar. Teknik Özellikler • Aşındırıcılık: 8/10 • Parlaklık: 8/1…"
phase3a-22200.261.001-pre_coating_safe-1,product.specs,22200.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22200.261.001-indoor_use-1,product.specs,22200.261.001,specs.indoor_use,,True,Faz3 extract,medium,"…ürün, çok yönlü yapısıyla farklı ihtiyaçlara çözüm sunar: • Kapalı Alan ve Atölye Çalışmaları: VOC içermeyen ve kokusuz formülü say…"
phase3a-14992.203.001-confidence_level-1,product.specs,14992.203.001,specs.confidence_level,,medium,Faz3 extract,low,"…kaporta atölyelerinin en zorlu ihtiyaçları için özel olarak geliştirilmiş, krem formunda bir ağır çizik giderici pastadır. Bu uzman ü…"
phase3a-14992.203.001-pre_coating_safe-1,product.specs,14992.203.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-22203.261.001-confidence_level-1,product.specs,22203.261.001,specs.confidence_level,,medium,Faz3 extract,low,"…yon gibi inatçı yüzey kusurlarını gidermek için özel olarak geliştirilmiş, teknoloji odaklı profesyonel bir pastadır. Kalın pasta kat…"
phase3a-22203.261.001-pre_coating_safe-1,product.specs,22203.261.001,specs.pre_coating_safe,,True,Faz3 extract,medium,…amaya geçmeden veya işlemi bitirmeden önce yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi (IPA) bazlı temizleyici ile sil…
phase3a-23003.391.001-confidence_level-1,product.specs,23003.391.001,specs.confidence_level,,medium,Faz3 extract,low,…lirsiniz. • Kullanıcı Dostu: Kolay ve hızlı uygulama imkânı sunar. • Ekonomik: Yoğun formülü ile az miktarda ürünle büyük son…
phase3a-22748.261.001-skill_level-1,product.specs,22748.261.001,specs.skill_level,,both,Faz3 extract,medium,"…yanlar İçin İdeal: Üç adımı tek bir üründe birleştirmesi ve kolay kullanımı, detailing dünyasına yeni adım atanlar için karmaşayı orta…"
phase3a-22748.261.001-confidence_level-1,product.specs,22748.261.001,specs.confidence_level,,medium,Faz3 extract,low,…lan ancak kaliteden ödün vermek istemeyen kullanıcılar için geliştirilmiş devrim niteliğinde bir üründür. Bu çok yönlü formül; orta s…
phase3a-22202.260.001-confidence_level-1,product.specs,22202.260.001,specs.confidence_level,,medium,Faz3 extract,low,"…ı zamanda kendi sınıfında inanılmaz bir parlaklık ve netlik sunar. Silikon ve dolgu maddesi içermeyen yapısıyla, yüzeyde mask…"
phase3a-22202.260.001-pre_coating_safe-1,product.specs,22202.260.001,specs.pre_coating_safe,,True,Faz3 extract,medium,"…bir yüzeyle başlamak için, polisaj sonrası yüzeyi GYEON Q²M Prep veya INNOVACAR D2 CHECK gibi bir (IPA) bazlı temizleyici ile…"
phase3a-Q2M-SPE-confidence_level-1,product.specs,Q2M-SPE,specs.confidence_level,,medium,Faz3 extract,low,"…etkili ve güvenli bir şekilde temizlemek üzere özel olarak geliştirilmiş, çift taraflı temizlik aplikatörüdür. GYEON kalitesi ve er…"
phase3a-Q2M-SPE-indoor_use-1,product.specs,Q2M-SPE,specs.indoor_use,,True,Faz3 extract,medium,"…rım | Çizmez Yapı | Deri ve Plastik İçin İdeal DERİ VE İÇ MEKÂN TEMİZLİĞİNDE KUSURSUZ SONUÇ GYEON Q²M ScrubPad EVO, araç…"
phase3a-Q2M-CA10P-skill_level-1,product.specs,Q2M-CA10P,specs.skill_level,,both,Faz3 extract,medium,…maktadır. Geniş boyutuyla uygulama süresini kısaltır ve hem amatörler hem de profesyoneller tarafından güvenle kullanılabilir.…
phase3a-Q2M-CA10P-confidence_level-1,product.specs,Q2M-CA10P,specs.confidence_level,,medium,Faz3 extract,low,"…aflı yapısı sayesinde bir yüzeyde süetin ipeksi yumuşaklığı sunarken, diğer yüzeyde kısa tüylü mikrofiber özellik sağlar. İki…"
phase3a-Q2M-CAP10P-skill_level-1,product.specs,Q2M-CAP10P,specs.skill_level,,both,Faz3 extract,medium,"…ure, Q² One EVO gibi ürünlerle tam uyum • Profesyonel veya amatör kullanıcılar için güvenli çözüm NEDEN GYEON Q²M COATIN…"
phase3a-Q2M-CAP10P-confidence_level-1,product.specs,Q2M-CAP10P,specs.confidence_level,,medium,Faz3 extract,low,…a Pedi – 10'lu Paket Seramik Kaplama Uygulamaları İçin Geliştirilmiş Mikrofiber Aplikatör | Çift Yüzeyli Yapı | Maksimum Hassasi…
phase3a-Q2M-MFAE-confidence_level-1,product.specs,Q2M-MFAE,specs.confidence_level,,medium,Faz3 extract,low,…li mikro elyafa sarılmış yumuşak bir süngerle mükemmel uyum sağlar. Üst kısmındaki cep mükemmel tutuş sağlar ve işlevselliğini…
phase3a-Q2M-TA2P-confidence_level-1,product.specs,Q2M-TA2P,specs.confidence_level,,medium,Faz3 extract,low,"…ı sayesinde tüm lastiklerde etkili ve mükemmel bir uygulama sağlar. Q²M Tire ya da Q²M TireExpress lastik parlatıcılarını, min…"
phase3a-3235-application_method-1,product.specs,3235,specs.application_method,,hand,Faz3 extract,medium,"…yı almıştır. Farklı ürünlerle kombine edilebilir ve kolayca elle uygulanabilir. Siyah kısmı yumuşaktır. Wax, boya koruma, katı ci…"
phase3a-3224M-confidence_level-1,product.specs,3224M,specs.confidence_level,,medium,Faz3 extract,low,…ax/boya koruma ürünlerinin hassas bir şekilde uygulanmasını sağlar. Çok amaçlı ve ergonomiktir. Hem iç hem dış yüzey uygulamal…
phase3a-ACC-SPG-2-confidence_level-1,product.specs,ACC-SPG-2,specs.confidence_level,,medium,Faz3 extract,low,…katörüdür. Parlatma uygulamasını hızla ve kolayca yapmanızı sağlar. Ellerinizi temiz tutar. Tekrar tekrar kullanıma uygundur.…
phase3a-SGGD004-skill_level-1,product.specs,SGGD004,specs.skill_level,,both,Faz3 extract,medium,"…zlik sağlar, kiri ve lekeleri zahmetsizce uzaklaştırır • Kolay Kullanım: Ergonomik yapısı sayesinde ele kolay oturur, tutuşu rahat…"
phase3a-SGGD004-confidence_level-1,product.specs,SGGD004,specs.confidence_level,,medium,Faz3 extract,low,…dir. Poliüretan köpük yapısı sayesinde uzun ömürlü kullanım sunar ve en zorlu temizlik işlemlerinde bile formunu korur. Profe…
phase3a-SGGD188-02-confidence_level-1,product.specs,SGGD188-02,specs.confidence_level,,medium,Faz3 extract,low,…teknikleri kullanılmıştır Uzun Ömür ve Dayanıklı Uygulama Sağlar. İnsan Elinin Özellikleri ve Boyutları Gibi Tasarlanmıştır…
phase3a-SGGD190-confidence_level-1,product.specs,SGGD190,specs.confidence_level,,medium,Faz3 extract,low,"…gerlerin iki katı yoğunlukta olup daha uzun süreli kullanım sağlar. • Evrensel Temizleme Gücü – Deri, mermer, paslanmaz çelik,…"
phase3a-SGGD296-confidence_level-1,product.specs,SGGD296,specs.confidence_level,,medium,Faz3 extract,low,"…li uygulama ve eşit dağılım sağlayarak profesyonel sonuçlar sunar. Lastikler, jant göbekleri ve diğer detaylı alanlar için uy…"
phase3a-SGGD296-application_method-1,product.specs,SGGD296,specs.application_method,,hand,Faz3 extract,medium,"…k yönlü kullanım için yüksek kaliteli süngeri dayanıklı bir fırça ile birleştirir. • Verimli Uygulama: Lastik parlatıcı, balmumu…"
phase3a-Q2M-LB-confidence_level-1,product.specs,Q2M-LB,specs.confidence_level,,medium,Faz3 extract,low,"…sarımı bir araya getirerek güvenli ve rahat bir deri bakımı sunar. GYEON Q²M Leather Brush, tüm deri türlerinde güvenli ve e…"
phase3a-Q2M-TB-skill_level-1,product.specs,Q2M-TB,specs.skill_level,,diy,Faz3 extract,medium,"GYEON Q²M TireBrush, kimyasal dayanımı yüksek, sert fakat na…"
phase3a-Q2M-TB-confidence_level-1,product.specs,Q2M-TB,specs.confidence_level,,medium,Faz3 extract,low,"…ptir. Bu fırça, güçlü bir kir temizleme ve fırçalama işlevi sunar. Kavisli kenarlarının tasarımı, yüzeye zarar vermemeyi sağl…"
phase3a-Q2M-BL-confidence_level-1,product.specs,Q2M-BL,specs.confidence_level,,medium,Faz3 extract,low,"…ikrofiber malzemeden yapılmış olup, mükemmel temizleme gücü sunarak, jantlarınız için tamamen güvenlidir. Smoothie ile aynı…"
phase3a-SGGD421-skill_level-1,product.specs,SGGD421,specs.skill_level,,both,Faz3 extract,medium,…u ortamda saklayın SGCB SGGD421 detay fırçası seti hem amatör hem profesyonel kullanıcılar için araç temizliğinde üst düz…
phase3a-SGGD421-confidence_level-1,product.specs,SGGD421,specs.confidence_level,,medium,Faz3 extract,low,"…Seti, araçların iç ve dış detay temizliği için özel olarak geliştirilmiş 3 farklı fırçadan oluşan profesyonel detay fırçası setidir.…"
phase3a-SGGD421-application_method-1,product.specs,SGGD421,specs.application_method,,hand,Faz3 extract,medium,…üst düzey kontrol ve performans sunar. Her yüzey için doğru fırça ile maksimum temizlik ve sıfır çizik deneyimini yaşayın. Ara…
phase3a-SGGD421-indoor_use-1,product.specs,SGGD421,specs.indoor_use,,True,Faz3 extract,medium,…ar için mükemmel tercih En İyi Uygulama Önerileri • İç Mekan Temizliği: Gösterge panelleri ve hava delikleri için yumuş…
phase3a-SGGD421-outdoor_use-1,product.specs,SGGD421,specs.outdoor_use,,True,Faz3 extract,medium,"…panelleri ve hava delikleri için yumuşak fırça kullanın. • Dış Mekan Temizliği: Amblemler için orta sertlikte fırça, tekerlek s…"
phase3a-SGGD049-confidence_level-1,product.specs,SGGD049,specs.confidence_level,,medium,Faz3 extract,low,"…e, dar ve temizlemesi zor her noktaya rahatlıkla ulaşmanızı sağlar. Fırçanın birinci sınıf, yumuşak ve pürüzsüz kılları, aracı…"
phase3a-70616-confidence_level-1,product.specs,70616,specs.confidence_level,,medium,Faz3 extract,low,"…zeye yüksek parlaklık verirken aynı zamanda kaygan bir doku sağlar, böylece su iticilik özelliği (hidrofobik) kazandırır. Bu s…"
phase3a-701003-confidence_level-1,product.specs,701003,specs.confidence_level,,medium,Faz3 extract,low,"…dür. Tek adımda etkili temizlik, parlaklık ve su itici etki sağlar. Orta yoğunlukta köpük üretimiyle, kurulama sürecini kısalt…"
phase3a-701003-outdoor_use-1,product.specs,701003,specs.outdoor_use,,True,Faz3 extract,medium,"…UYARILAR VE DEPOLAMA • Ürünün kurumasına izin vermeyin. • Güneş altında ve sıcak yüzeylerde uygulamayın. • Ürünü serin, kuru ve do…"
phase3a-701851-confidence_level-1,product.specs,701851,specs.confidence_level,,medium,Faz3 extract,low,"…biriken inatçı siyah lekeleri etkili şekilde gidermek için geliştirilmiş özel bir temizlik şampuanıdır. İçeriğinde sodyum hidroksit,…"
phase3a-701851-application_method-1,product.specs,701851,specs.application_method,,hand,Faz3 extract,medium,"…çalkalayarak homojen hale getirin. 5. Sünger, eldiven veya fırça ile yüzeye uygulayın. 6. 2–3 dakika bekleyin ve ardından yukar…"
phase3a-701851-outdoor_use-1,product.specs,701851,specs.outdoor_use,,True,Faz3 extract,medium,…n sonra uygulama yapılmalıdır. UYARILAR VE DEPOLAMA • Güneş altında ve sıcak yüzeylerde uygulamayınız. • Ürünü yüzeyde kurutma…
phase3a-71490-skill_level-1,product.specs,71490,specs.skill_level,,both,Faz3 extract,medium,"FRA-BER NEVE – Yoğun Köpüklü Araç Yıkama Şampuanı (Cilalı, P…"
phase3a-71490-outdoor_use-1,product.specs,71490,specs.outdoor_use,,True,Faz3 extract,medium,…YARILAR VE DEPOLAMA • Köpüğü sıcak yüzeyde veya doğrudan güneş altında kurumaya bırakmayınız. • Plastik trim ve hassas yüzeylerde…
phase3a-70942-confidence_level-1,product.specs,70942,specs.confidence_level,,medium,Faz3 extract,low,"…ve inatçı kirler üzerinde derinlemesine etkili bir temizlik sağlar. İçerdiği özel bileşenler sayesinde, sadece bir ön yıkama i…"
phase3a-71180-confidence_level-1,product.specs,71180,specs.confidence_level,,medium,Faz3 extract,low,"…ampuanıdır. Özel Formülasyonu ile parlak ve antistatik etki sağlar. Boyayı etkilemez. FRA-BER Shampoo Color, fuşya renkli göz…"
phase3a-700387-outdoor_use-1,product.specs,700387,specs.outdoor_use,,True,Faz3 extract,medium,"…dan yüzeyi kurulayın. UYARILAR VE DEPOLAMA • Sıcak, güneş altında veya hassas yüzeylerde uygulamayınız. • Ürünün yüzeyde kur…"
phase3a-72042-confidence_level-1,product.specs,72042,specs.confidence_level,,medium,Faz3 extract,low,"…lpazede yer alan araçlarınızın dış yüzeylerine ekstra bakım sağlar. Elle yıkama için ideal olan bu ürün, sünger kullanımına ge…"
phase3a-701980-confidence_level-1,product.specs,701980,specs.confidence_level,,medium,Faz3 extract,low,"…ampuanıdır. Özel formülasyonu ile parlak ve antistatik etki sağlar. Araçların üzerindeki inatçı kiri, yol kirini, sinek böcek…"
phase3a-78784-confidence_level-1,product.specs,78784,specs.confidence_level,,medium,Faz3 extract,low,"…tır. Bu ürün, otomobiller ve kamyonlar için ideal bir çözüm sunar; kaporta, jantlar ve böcekler üzerinde etkili bir temizlik…"
phase3a-Q2M-BPYA1000M-confidence_level-1,product.specs,Q2M-BPYA1000M,specs.confidence_level,,medium,Faz3 extract,low,"…Katmanı — Yıkama esnasında 8 haftaya kadar kalıcı hidrofobi sağlar. > pH Nötr & Kaplama Dostu — Seramik, wax ve çıplak boyada…"
phase3a-Q2M-BPYA1000M-pre_coating_safe-1,product.specs,Q2M-BPYA1000M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…ğuk yüzeyde, gölgede çalışın. Ürünü kurutmayın; kurursa Q²M Prep veya Q²M QuickDetailer ile kalıntıyı kolayca çıkarabilirsini…"
phase3a-Q2M-PPFW500M-confidence_level-1,product.specs,Q2M-PPFW500M,specs.confidence_level,,medium,Faz3 extract,low,"…: PPF Wash boyadaki wax/kaplamayı söker mi? A: Hayır, özel geliştirilmiş formülüyle koruyucu katmanlara zarar vermez. Q: Köpük taba…"
phase3a-Q2M-PPFW500M-application_method-1,product.specs,Q2M-PPFW500M,specs.application_method,,hand,Faz3 extract,medium,…amamlayıcı Ürünler Ürün Amaç Uyum Q²M Smoothie Çiziksiz el ile yıkama Yüksek kayganlık Q²M Foam Ön köpük Kir yumuşatma Q…
phase3a-Q2M-PPFW500M-outdoor_use-1,product.specs,Q2M-PPFW500M,specs.outdoor_use,,True,Faz3 extract,medium,…demir çözme Hidrofobi yeniler Çalışma Sıcaklığı 5 – 30 °C Güneş altında kullanmayın Ambalaj 500 ml HDPE şişe Kapaklı ölçek çizgili…
phase3a-Q2M-RW1000M-confidence_level-1,product.specs,Q2M-RW1000M,specs.confidence_level,,medium,Faz3 extract,low,"…startWash çok amaçlı bir üründür: temizler, dekontaminasyon sağlar ve kaplamanızın temel özelliklerini yeniden kazandırır. Q²M…"
phase3a-Q2M-TWYA500M-confidence_level-1,product.specs,Q2M-TWYA500M,specs.confidence_level,,medium,Faz3 extract,low,…rmansı — Emiş gücünü ve toz tutuculuğu korur; lekesiz silme sağlar. • Ekonomik Konsantre — 500 ml şişe ile 16–50 yıkama (su s…
phase3a-Q2M-TWYA500M-application_method-1,product.specs,Q2M-TWYA500M,specs.application_method,,hand,Faz3 extract,medium,"…er Bez Havlu Eldiven Keçe Ped Yıkama Şampuanı - 500 ml Mikrofiber bezleriniz ve polisaj pedleriniz, detay işçiliğinizin gizli kahra…"
phase3a-79290-confidence_level-1,product.specs,79290,specs.confidence_level,,medium,Faz3 extract,low,…andırmak ve yüzeyleri yeni uygulamalara hazırlamak amacıyla geliştirilmiştir. Aşağıdaki avantajları sunar: • 2’si 1 Arada Kullanım:…
phase3a-700508-skill_level-1,product.specs,700508,specs.skill_level,,both,Faz3 extract,medium,"INNOVACAR S2 FOAMY GREEN – Enzimli, Renkli, pH Nötr Araç Yık…"
phase3a-701422-confidence_level-1,product.specs,701422,specs.confidence_level,,medium,Faz3 extract,low,"…bi detay ekipmanlarının temizlik ve bakımı için özel olarak geliştirilmiş, enzim bazlı, yıkama dostu bir deterjandır. Hem makinede he…"
phase3a-79281-confidence_level-1,product.specs,79281,specs.confidence_level,,medium,Faz3 extract,low,"…k bir miktar SP1 mükemmel bir yıkama işlemi ve tam temizlik sağlar. Eşsiz formülü, mekanik etki olmadan seramik veya nano k…"
phase3a-Q2-AF120M-confidence_level-1,product.specs,Q2-AF120M,specs.confidence_level,,medium,Faz3 extract,low,"…adır. 120 ml’lik şişesiyle 2 aya kadar kesintisiz berraklık sunar; soğuk, nemli havalarda dahi sürüş güvenliğinizi artırır.…"
phase3a-Q2-AF120M-pre_coating_safe-1,product.specs,Q2-AF120M,specs.pre_coating_safe,,True,Faz3 extract,medium,"…nır? Hazırlık – Camı Q²M Glass ile temizle, ardından Q²M Prep ile yağdan arındır. Ekipmanı Hazırla – Süet bezi aplikatöre…"
phase3a-Q2-BS30M-confidence_level-1,product.specs,Q2-BS30M,specs.confidence_level,,medium,Faz3 extract,low,"…• Hidrofobi Şampiyonu – 120° temas açısı, göz alıcı beading sağlar. • Çizgi Filmsiz Uygulama – Hızlı buharlaşma, hafif silme…"
phase3a-Q2-BS30M-pre_coating_safe-1,product.specs,Q2-BS30M,specs.pre_coating_safe,,True,Faz3 extract,medium,…aplama “kuru ama kürleşmemiş” (< 14 gün) olmalı; yüzeyi Q²M Prep ile yağdan arındır. Ekipmanı Hazırla – Süet bez + blok; 6-8…
phase3a-Q2-CCE200M-confidence_level-1,product.specs,Q2-CCE200M,specs.confidence_level,,medium,Faz3 extract,low,"…ik kaplamadır. 200 ml’lik şişesiyle 12 ay/12 000 km dayanım sunar, püskürt-sil formülü sayesinde detaycı olmayan kullanıcılar…"
