sku,question,answer
Q2M-CM1000M,Gerçekten tek adımda düzeltme yapabilir mi?,"Evet, özellikle orbital (eccentric) polisaj makinesi ve doğru ped kombinasyonuyla, orta seviye kusurlarda tek adımda hem düzeltme hem de yüksek parlaklık elde edilebilir."
Q2M-CM1000M,Compound ile Compound+ arasındaki fark nedir?,"Compound (8/8) dengeli kesim ve parlaklık sunarken tek adımda iş bitirebilir. Compound+ (10/4) ise maksimum kesim gücüne sahip olup mutlaka bitiş adımı gerektirir. Derin kusurlar için Compound+, orta kusurlar için Compound tercih edilir."
Q2M-CM1000M,Orbital mı Rotary mi kullanmalıyım?,Bu ürün özellikle Orbital (eccentric) makinelerle tek adımda mükemmel sonuçlar vermek üzere optimize edilmiştir. Rotary ile de kullanılabilir ancak orbital ile potansiyeli tam anlamıyla ortaya çıkar.
Q2M-CM1000M,Asit lekelerini giderir mi?,"Evet, asit lekeleri ve çevre kaynaklı boya kusurlarını gidermede etkilidir. Ancak çok derin lekelerde önce daha agresif işlem gerekebilir."
Q2M-CM1000M,Swirl mark için en iyi seçenek mi?,Swirl mark (dairesel çizikler) için GYEON Q²M Compound mükemmel bir seçenektir. 8/8 kesim/parlaklık dengesiyle hem düzeltir hem de parlak bir bitiş bırakır.
Q2M-PO1000M,Compound sonrası mutlaka Polish kullanmalı mıyım?,"Compound+ kullandıysanız evet, hologram ve makine izlerini gidermek için Polish önerilir. Ancak Q²M Compound (8/8) zaten yüksek parlaklık bıraktığından, duruma göre değerlendirilebilir."
Q2M-PO1000M,Tek başına kullanılabilir mi?,"Evet, daha önce boya düzeltme görmüş ancak zamanla donuklaşan araçlarda tek adımda tazeleme için kullanılabilir. Hafif kusurları giderip derin parlaklık sağlar."
Q2M-PO1000M,Hologram bırakır mı?,"Hayır, Q²M Polish hologram bırakmayacak şekilde formüle edilmiştir. Aksine, önceki adımlardan kalan hologramları giderir."
Q2M-PO1000M,Seramik kaplama öncesi uygun mu?,"Evet, silikonsuz ve dolgusuz formülü sayesinde seramik kaplama öncesi final adımı olarak idealdir. GYEON Q²M Prep ile temizlik sonrası kaplama uygulanabilir."
Q2M-PO1000M,Neden 'Japon aşındırıcıları' vurgulanıyor?,"Yüksek kaliteli Japon aşındırıcıları, hassas öğütülmüş yapılarıyla hem etkili kesim hem de hologramsız bitiş sağlar."
Q2M-GP250M,Renkli veya filmli camlarda kullanılabilir mi?,"Hayır, renkli veya cam filmi bulunan yüzeylerde kullanılması önerilmez. Sadece şeffaf dış cam yüzeylerde kullanılmalıdır."
Q2M-GP250M,Cam kaplama öncesi mutlaka kullanmalı mıyım?,GYEON Q² QuickView veya Q² View EVO gibi cam kaplamaları öncesi kesinlikle önerilir. Bağlayıcı ajan içerdiğinden kaplamanın yüzeye daha iyi tutunmasını sağlar.
Q2M-GP250M,Derin çizikleri giderir mi?,Sadece hafif silecek izleri ve yüzeysel çizikleri giderir (1/10 kesim gücü). Derin çizikler için profesyonel cam onarımı gerekebilir.
Q2M-GP250M,Elle mi makineyle mi daha iyi sonuç alırım?,Her iki yöntem de etkilidir. Küçük alanlar ve hafif lekeler için elle uygulama yeterlidir. Geniş alanlar ve inatçı lekeler için polisaj makinesi ile daha hızlı sonuç alırsınız.
Q2M-GP250M,Ne sıklıkla kullanmalıyım?,Kireç ve leke birikimi durumuna göre değişir. Genellikle 3-6 ayda bir veya cam kaplama yenileme öncesi kullanılması önerilir.
Q2M-PPR1000M,Self-healing (kendi kendini onaran) PPF'lerde kullanılabilir mi?,"Evet, silika içeren ve kendini tamir eden filmler dahil her türlü PPF ile uyumlu çalışması için özel olarak tasarlanmıştır."
Q2M-PPR1000M,PPF'yi ısıtmamak neden önemli?,Aşırı ısı PPF'nin yapısına zarar verebilir ve self-healing özelliğini bozabilir. Bu nedenle minimum-orta devirlerde çalışılması ve yüzeyin aşırı ısıtılmaması önerilir.
Q2M-PPR1000M,Ne sıklıkla kullanmalıyım?,PPF'nin durumuna bağlı olarak genellikle 6-12 ayda bir uygulanması önerilir. Parlaklık kaybı veya kayganlık azalması fark edildiğinde kullanılabilir.
Q2M-PPR1000M,Elle mi makineyle mi daha iyi sonuç alırım?,Makine ile uygulama daha etkili ve homojen sonuçlar verir. Ancak elle uygulama da mümkündür - özellikle küçük alanlar için.
Q2M-PPR1000M,Koruma ne kadar süre dayanır?,SiO2 koruma katmanı normal kullanım koşullarında birkaç ay dayanır. UV ve kimyasal dirençli yapısı PPF'yi uzun süre korur.
Q2M-CMPR1000M,1000 ml ile aynı formül mü?,"Evet, aynı REDEFINED formülüdür. Deneme için ideal boyut."
Q2M-CM1000M,1000 ml ile aynı formül mü?,"Evet, aynı Q²M Compound formülüdür."
Q2M-PO1000M,1000 ml ile aynı formül mü?,"Evet, aynı Q²M Polish formülüdür."
Q2M-GP250M,120 ml ile aynı formül mü?,"Evet, aynı Glass Polish formülüdür. Profesyonel kullanım için daha büyük boyut."
Q2M-PPR1000M,120 ml ile aynı formül mü?,"Evet, aynı PPF Renew formülüdür. Yoğun kullanım için ekonomik boyut."
700209,Bu bir pasta mı?,"Hayır, bu bir plastik/trim bakım ürünüdür. Boya düzeltme pastası değildir. Plastik yüzeyleri temizler, yeniler ve korur."
700209,Yağlı kalıntı bırakır mı?,"Hayır, mat-saten fabrika görünümü verir. Yağlı veya parlak bırakmaz."
700209,Dış plastiklerde kullanılabilir mi?,"Evet, hem iç hem dış plastik, tampon ve trim parçalarında güvenle kullanılabilir."
700209,UV koruması ne işe yarar?,Güneş ışınlarına maruz kalan plastiklerin renk solmasını ve çatlamasını önler.
700209,Antistatik özellik ne sağlar?,"Yüzeyde statik elektrik oluşumunu önleyerek toz tutulumunu geciktirir, yüzey daha uzun süre temiz kalır."
700209,Seyreltmeden kullanılabilir mi?,"Evet, saf olarak da kullanılabilir. İnatçı kirler için seyreltmeden, rutin bakım için 1:3 seyreltilerek kullanılabilir."
700209,750 ml ile aynı formül mü?,"Evet, aynı Polish Plus Aroma formülüdür. Bu versiyon konsantre ve ekonomik profesyonel boyuttur."
74391,25 lt kime hitap eder?,"Filo yöneticileri, galericiler, oto yıkama işletmeleri ve yoğun atölye kullanımı için ekonomik endüstriyel boyuttur."
74391,Diğer boyutlarla aynı formül mü?,"Evet, aynı Polish Plus Aroma formülüdür."
SGGD188-02,Yıkanabilir mi?,"Evet, ılık su ve şampuanla yıkanabilir."
3229,Seramik kaplama için uygun mu?,"Evet, nano seramik kaplamalar için idealdir."
3224M,Hangi alanlarda kullanılır?,"Dar köşeler, amblem çevreleri, pervaz kenarları gibi hassas alanlarda."
3235,Her iki taraf da kullanılır mı?,"Evet, bir taraf kirlenince diğer tarafla devam edilebilir."
ACC-SPG-2,Yıkanabilir mi?,"Evet, lastik parlatıcı kalıntıları suyla temizlenebilir."
SGGD190,Boyalı yüzeyde kullanılır mı?,"Boyalı yüzeylerde dikkatli olun, melamin aşındırıcı olabilir. Önce test edin."
SGGD296,Normal süngerden farkı nedir?,"PRO serisi daha ergonomik ve dayanıklıdır, profesyonel kullanım için tasarlanmıştır."
11075-RE,Hangi ürünlerle kullanılır?,"Wax, sealant, deri bakım ve plastik bakım ürünleriyle kullanılabilir."
Q2M-CA10P,Tek kullanımlık mı?,Çift taraflı olduğu için 2 uygulama yapılabilir. Sonra değiştirilmeli.
Q2M-CA10P,10'lu paket var mı?,"Evet, Q2M-CA10P 10'lu paket olarak mevcuttur."
Q2M-CA10P,Kaç araç için yeterli?,Araç başına 2-3 aplikatör kullanımıyla 3-5 araç için yeterlidir.
Q2M-CAP10P,Normal Coating Applicator ile farkı nedir?,Light versiyon daha ince ve hassas uygulama için tasarlanmıştır. Sealant ve hafif kaplamalar için idealdir.
Q2M-MFAE,Yıkanabilir mi?,"Evet, mikrofiber olduğu için ılık su ve şampuanla yıkanabilir."
Q2M-TA2P,TireExpress ile kullanılır mı?,"Evet, GYEON TireExpress dahil tüm lastik bakım ürünleriyle kullanılabilir."
Q2M-SPE,Deri yüzeye zarar verir mi?,"Hayır, deri için güvenli tasarlanmıştır. Hafif basınçla kullanın."
Q2M-SPE,Fırça yerine mi kullanılır?,"Evet, fırçaya alternatif olarak veya tamamlayıcı olarak kullanılabilir."
SGGD004,Boyaya zarar verir mi?,"Hayır, yumuşak yapısı sayesinde çizmeden güvenli temizlik sağlar."
SGGD004,Sünger formunu korur mu?,"Evet, sıkıldığında anında eski formuna döner, esneklik ve direnç açısından yüksek performans sunar."
SGGD004,Hangi araçlarda kullanılabilir?,"Otomobiller, SUV'ler, kamyonlar, motosikletler, bisikletler ve tekneler dahil tüm araç tiplerine uygundur."
SGGD004,Nasıl temizlenir?,Kullanım sonrası temiz suyla iyice durulayın ve serin yerde kurutun.
Q2M-BL,Büyük boy ile farkı nedir?,"Orta boy (38 cm) 17-19 inch jantlar için, büyük boy (46 cm) 20+ inch jantlar için uygundur."
Q2M-BL,Krom jantlarda güvenli mi?,"Evet, mikrofiber malzeme tüm jant türlerinde çizmeden güvenli temizlik sağlar."
Q2M-BL,Nasıl temizlenir?,Kullanım sonrası suyla durulayın ve asılarak kurutun.
Q2M-BL,Orta boy ile farkı nedir?,"Büyük boy (46 cm) 20+ inch ve derin jantlar için, orta boy (38 cm) standart jantlar için uygundur."
Q2M-BL,SUV jantlarında kullanılabilir mi?,"Evet, SUV ve pickup gibi büyük jantlı araçlar için özellikle tasarlanmıştır."
Q2M-LB,At kılı deriye zarar verir mi?,"Hayır, at kılı yumuşak ve esnektir. Deri yüzeye zarar vermeden derin temizlik sağlar."
Q2M-LB,Alcantara'da kullanılabilir mi?,"Evet, hassas yüzeylerde dikkatli ve hafif basınçla kullanılabilir."
Q2M-LB,Nasıl temizlenir?,Kullanım sonrası ılık suyla yıkayın ve kılları aşağı bakacak şekilde kurutun.
Q2M-TB,Leather Brush ile farkı nedir?,"Tire Brush sert sentetik kıllara sahiptir, lastik ve sert yüzeyler içindir. Leather Brush yumuşak at kılıdır, deri içindir."
Q2M-TB,Jantlarda kullanılabilir mi?,Jantlar için önerilmez. Sert kıllar hassas jant yüzeylerine zarar verebilir. Jant için Wheel Brush kullanın.
Q2M-TB,Hangi temizleyicilerle kullanılır?,Tüm lastik temizleyiciler ve APC (all-purpose cleaner) ile güvenle kullanılabilir.
SGGD421,Hangi fırça hangi yüzey için?,"Yumuşak: Hassas yüzeyler, gösterge paneli. Orta: Genel detay, plastikler. Sert: Halı, paspas, lastik."
SGGD421,Tek tek satılıyor mu?,Bu ürün 3'lü set olarak satılmaktadır.
SGGD421,Boyalı yüzeylerde güvenli mi?,"Yumuşak fırça ile dikkatli kullanılabilir, ancak boyalı yüzeyler için mikrofiber tercih edilmelidir."
SGGD049,GYEON Wheel Brush ile farkı nedir?,SGCB daha ekonomik alternatiftir. Her ikisi de kaliteli jant fırçasıdır.
SGGD049,Sert kirlerde yeterli mi?,Yumuşak kıllar hassas yüzeyler içindir. Çok sert kir için önce kimyasal temizleyici ile bekletin.
SGGD049,Deri yüzeylerde güvenli mi?,"Evet, yumuşak kıllar deri yüzeylere zarar vermez. Hafif basınçla kullanın."
SGGD049,Wheel Detail Brush ile farkı nedir?,"Interior Brush iç mekan için optimize edilmiştir, daha yumuşak kıllara sahiptir."
SGGD294,Jant yüzeyinde kullanılabilir mi?,Sert kıllar hassas jant yüzeylerine zarar verebilir. Lastik ve sert yüzeyler için uygundur.
SGGD294,Nasıl temizlenir?,Kullanım sonrası ılık su ile yıkayın. Ilık su kılların tekrar sertleşmesini sağlar.
Q2M-BYA4000M,Sıcak panelde kullanabilir miyim?,"Hayır; önce yüzeyin soğumasını bekleyin, aksi halde jel film kuruyup leke bırakabilir."
Q2M-BYA4000M,Wax veya sealant katmanımı soyar mı?,"pH nötr formül korumaları bozmaz, aksine parlaklığı canlandırır."
Q2M-BYA4000M,Köpük lance seyreltme oranı farklı mı olmalı?,1:25 oranında (40 ml şampuan / 1 L su) yoğun köpük sağlar; duruma göre 1:20'ye çekilebilir.
Q2M-BYA4000M,Mat boya ve mat PPF'de iz bırakır mı?,"Bırakmaz; mat yüzeyleri parlatmadan temizler, su lekesi oluşturmaz."
Q2M-BPYA1000M,Sıcak panelde kullanabilir miyim?,Hayır; ürün kuruyabilir ve iz bırakabilir. Araç soğukken gölgede çalışın.
Q2M-BPYA1000M,Wax veya sealantımı söker mi?,"Aksine, pH nötr formülü mevcut korumayı artırır ve ömrünü uzatır."
Q2M-BPYA1000M,Köpük lance için doğru seyreltme nedir?,100 ml Bathe+ : 900 ml su (1:10) yüksek tutunma sağlar.
Q2M-BPYA1000M,Haftada kaç kez kullanabilirim?,Hidrofobiyi güçlendirmek için her yıkamada ya da 2 haftada bir düzenli kullanım idealdir.
Q2M-FYA4000M,Kışın oranı nasıl ayarlamalıyım?,Ağır tuz ve çamurda 1:5; yazın hafif tozda 1:15 yeterlidir.
Q2M-PPFW500M,PPF Wash boyadaki wax/kaplamayı söker mi?,"Hayır, özel geliştirilmiş formülüyle koruyucu katmanlara zarar vermez."
Q2M-PPFW500M,Köpük tabancasına ne kadar ürün koymalıyım?,30 ml ürünü 500 ml suyla karıştırarak tüm araca yetecek köpük elde edersiniz.
Q2M-PPFW500M,Demir kokusu kalır mı?,Durulama sonrası koku tamamen kaybolur; metalik koku yalnızca uygulama aşamasında hissedilir.
Q2M-PPFW500M,Haftada kaç kez kullanabilirim?,Düzenli bakım için her 3-4 yıkamada bir veya hidrofobi azaldığında kullanın.
Q2M-RWYA1000M,RestartWash yeni hidrofobik katman ekler mi?,"Hayır, mevcut kaplamanın hidrofobik özelliklerini geri getirir; ekstra tabaka oluşturmaz."
Q2M-RWYA1000M,Wax veya sealant uygulamalı araçlarda güvenli mi?,"Evet, formül koruyucu tabakayı soymadan kalıntıları temizler."
Q2M-RWYA1000M,Köpük tabancasında doğru oran nedir?,30 ml ürünü 500 ml suyla karıştırıp yüzeye püskürtün.
Q2M-RWYA1000M,Ne sıklıkla kullanmalıyım?,Her 4-6 yıkamada bir veya hidrofobi azaldığında kullanmanız önerilir.
Q2M-EW1000M,Çok kirli (çamurlu) araçta susuz yıkama güvenli mi?,Hayır. Çamur ve ağır film önce basınçlı ön yıkama veya geleneksel yöntemle uzaklaştırılmalıdır; ECO Wash hafif-orta kir için idealdir.
Q2M-EW1000M,Seyreltmeyi hazırla-kullan mı yapmalıyım?,Hazırladığınız çözeltinin performansı 2-3 hafta stabildir; serin ve gölgede saklayın.
Q2M-EW1000M,ECO Wash mevcut wax/seramik kaplamayı aşındırır mı?,"pH nötr formül kaplamayı bozmaz, aksine SiO² katkısıyla hidrofobiyi yeniler."
Q2M-EW1000M,Kışın soğuk havada kullanabilir miyim?,Evet; 0°C'nin üzerindeki sıcaklıklarda güvenle uygulayabilirsiniz.
79284,Enzim bazlı formül ne işe yarar?,"Enzimler organik kirleri (böcek, kuş pisliği, yaprak kalıntısı) moleküler düzeyde parçalayarak daha etkili temizlik sağlar."
79284,Seramik kaplamamı bozar mı?,"Hayır, pH nötr formül kaplamaya zarar vermez, aksine ömrünü uzatır."
79284,Sıcak yüzeylerde kullanabilir miyim?,"Hayır, sıcak yüzeylere uygulamayın ve kurumasına izin vermeyin."
79284,Plastik ve contalarda güvenli mi?,"Evet, EDTA, NTA ve sodyum hidroksit içermediği için plastik ve contalarda stres çatlamasına neden olmaz."
700507,Mavi renk yüzeyde kalır mı?,"Hayır, durulama sonrası renk tamamen kaybolur, yüzeyde leke bırakmaz."
700507,Renkli köpüğün avantajı nedir?,"Köpüğün nerede kaldığını, hangi bölgelerin durulandığını takip etmenizi kolaylaştırır."
700507,Mat boya veya mat PPF'de kullanabilir miyim?,"Evet, pH nötr formül mat yüzeylere zarar vermez."
700507,Arıtma sistemlerine zarar verir mi?,"Hayır, renk kalıntısı bırakmadığı için arıtıcı sistemlerde sorun yaratmaz."
79281,pH 11.50 boyaya zarar verir mi?,"Hayır, sodyum hidroksit içermediği ve bitkisel yüzey aktif maddeler kullanıldığı için güvenlidir."
79281,Seramik kaplamamı etkiler mi?,"Hayır, nanoteknoloji uyumlu formül kaplamaya zarar vermez."
79281,Ne kadar bekletmeliyim?,1-3 dakika yeterlidir; kurumasına izin vermeyin.
79281,Jant temizliği için uygun mu?,"Evet, 1:5 - 1:15 oranında seyreltilerek doğrudan jantlara ve lastiklere uygulanabilir."
79286,S1 Wash&Coat ne kadar süre koruma sağlar?,Düzenli kullanımda 4 aya kadar su itici (hidrofobik) özellik kazandırır.
79286,7 saat bekleme ne anlama geliyor?,Ürün uygulandıktan 7 saat sonra maksimum SiO² aktivasyonu gerçekleşir; bu süre zarfında araca su teması olmamalıdır.
79286,Mevcut kaplamaya zarar verir mi?,"Hayır, pH nötr formülü mevcut korumayı artırır ve ömrünü uzatır."
79286,Showroom parlaklığı sağlar mı?,"Evet, 4/5 parlaklık skoru ile profesyonel showroom görünümü elde edilir."
79290,Her yıkamada kullanabilir miyim?,"Her 3 yıkamada bir kullanmanız önerilir, düzenli bakım için yeterlidir."
79290,Cam ve metal yüzeylerde güvenli mi?,"Evet, ancak uzun süre bekletmeyin; kısa temas süresiyle güvenle kullanılabilir."
79290,Seramik kaplamamı söker mi?,"Hayır, aksine kaplamanın etkisini artırır ve ömrünü uzatır."
79290,Nano kaplama öncesi yüzey hazırlığı için uygun mu?,"Evet, yüzeyi yağ, kir ve mineral kalıntılarından arındırarak ideal bir zemin hazırlar."
71490,Köpüğü ne kadar bekletmeliyim?,1-2 dakika yeterlidir; kurumasına izin vermeyin.
71490,Seramik kaplamamı matlaştırır mı?,"Hayır, kaplama dostu formül parlaklığı korur."
71490,Sık yıkamalarda ne oranda kullanabilirim?,1:500'e kadar ekonomik seyreltme ile sık yıkamalarda kullanabilirsiniz.
71490,Sıcak yüzeylerde kullanabilir miyim?,Köpüğü sıcak yüzeyde veya doğrudan güneş altında kurumaya bırakmayın.
70616,Mat boyalarda kullanabilir miyim?,"Evet, pH nötr yapısı mat, parlak, metalik veya PPF kaplı yüzeylere uygundur."
70616,Sıcak yüzeylerde kullanabilir miyim?,"Hayır, güneş altında veya ısınmış yüzeylere uygulamayın, ürünü yüzeyde kurutmayın."
70616,Köpük tabancasında kullanılabilir mi?,"Evet, 1:24 - 1:49 oranında seyreltilerek köpüklü pompa veya sprey ile de uygulanabilir."
70616,Su iticilik etkisi ne kadar sürer?,"Wax katkısı sayesinde yıkama sonrası geçici su iticilik sağlar, kalıcı koruma için ayrı kaplama önerilir."
701003,Wash & wax ne anlama geliyor?,Tek adımda hem temizlik hem de koruyucu wax etkisi sağlayan formül demektir.
701003,SiO² içeriği ne kadar koruma sağlar?,"Yıkama sırasında geçici hidrofobik tabaka bırakır, kalıcı koruma için seramik kaplama önerilir."
701003,Mevcut kaplamaya zarar verir mi?,"Hayır, aksine mevcut wax veya kaplamaların ömrünü uzatır."
701003,Köpük tabancasında kullanılabilir mi?,"Evet, 1:3 oranında seyreltilerek yoğun köpük elde edilir."
71180,Renkli köpük boyada kalıcı leke bırakır mı?,"Hayır, durulama sonrası renk tamamen kaybolur, kalıntı bırakmaz."
71180,Antistatik etki ne işe yarar?,Yıkama sonrası aracın toz ve kir tutma eğilimini azaltır.
71180,Arıtma sistemlerine zarar verir mi?,"Hayır, geleneksel renkli köpük temizleyicilerin aksine arıtıcı sistemlerde sorun yaratmaz."
71180,Renk yoğunluğu nasıl ayarlanır?,Renk yoğunluğu seyreltme oranıyla doğrudan bağlantılıdır; daha az seyreltme daha yoğun renk verir.
73575,Ağır vasıtalarda ne oranda kullanmalıyım?,"Kamyon ve TIR için 1:35 oranı önerilir, yoğun kirde 1:10'a kadar artırılabilir."
73575,Jant temizliği için uygun mu?,"Evet, 1:10 oranında seyreltilerek jant ve motor temizliğinde etkili sonuç verir."
73575,Self-servis sistemlerde nasıl kullanılır?,Araç başı 80-160 ml hesabıyla sisteme entegre edilir.
73575,Boyaya zarar verir mi?,Doğru seyreltme oranlarında kullanıldığında boyaya zarar vermez.
701062,Alüminyum yüzeylerde kullanabilir miyim?,"Evet, ancak uzun süreli temastan kaçının ve hızlıca durulayın."
701062,Motor temizliği için uygun mu?,"Evet, 1:10 - 1:20 oranında seyreltilerek motor ve tekerlek temizliğinde etkilidir."
701062,Tarım makinelerinde kullanılabilir mi?,"Evet, ağır tarım makinelerinin ön yıkaması için özel olarak formüle edilmiştir."
701062,Gölgede mi uygulanmalı?,"Evet, gölgede uygulanması ve kurumasına izin verilmemesi tavsiye edilir."
Q2M-EW1000M,Çamurlu araçta kullanabilir miyim?,"Hayır, ağır kir önce basınçlı suyla uzaklaştırılmalıdır; ECO Wash hafif-orta kir için idealdir."
Q2M-EW1000M,Kışın soğuk havada kullanılabilir mi?,"Evet, 0°C üzerinde güvenle uygulanabilir; donma riski için ılık suyla hazırlayın."
Q2M-EW1000M,Seramik kaplamamı aşındırır mı?,"Hayır, pH nötr formül kaplamayı korur, SiO² ile hidrofobiyi yeniler."
Q2M-EW1000M,Hazırladığım çözelti ne kadar dayanır?,2-3 hafta stabildir; serin ve gölgede saklayın.
Q2M-FYA4000M,Q²M Foam kaplamayı matlaştırır mı?,"Hayır, pH nötr yapısı kaplamayı etkilemez; parlaklığı korur."
Q2M-FYA4000M,Sert suda köpük performansı düşer mi?,Minimum; formül su sertliğinden bağımsız yoğun köpük üretir.
Q2M-FYA4000M,4 L ile kaç yıkama yapılabilir?,Araç başı 50 ml hesabıyla yaklaşık 80 yıkama yapılabilir.
Q2M-FYA4000M,Köpüğü 5 dk bekletsem daha iyi temizler mi?,"Hayır, 1 dk'dan uzun bekletmek kuruma riskini artırır; maksimum 60 sn önerilir."
Q2M-BYA4000M,500 ml ile kaç yıkama yapabilirim?,Araç başı 20 ml hesabıyla yaklaşık 25 yıkama yapılabilir.
Q2M-BYA4000M,Sıcak panelde kullanabilir miyim?,"Hayır; yüzeyin soğumasını bekleyin, aksi halde leke kalabilir."
Q2M-BYA4000M,Wax katmanımı soyar mı?,"Hayır, pH nötr formül korumaları bozmaz, parlaklığı canlandırır."
Q2M-BYA4000M,4 L ile kaç yıkama yapabilirim?,Araç başı 20 ml hesabıyla yaklaşık 200 yıkama yapılabilir.
Q2M-BYA4000M,Mat PPF'de iz bırakır mı?,Bırakmaz; mat yüzeyleri parlatmadan temizler.
Q2M-RWYA1000M,RestartWash yeni hidrofobi katmanı ekler mi?,"Hayır, mevcut kaplamanın hidrofobik özelliklerini geri getirir; ekstra tabaka oluşturmaz."
Q2M-RWYA1000M,Wax veya sealant'lı araçlarda güvenli mi?,"Evet, formül koruyucu tabakayı soymadan kalıntıları temizler."
Q2M-RW1000M,Bathe+ ile farkı nedir?,"Bathe+ yeni hidrofobi katmanı ekler, RestartWash ise mevcut kaplamanın özelliklerini geri getirir."
Q2M-RW1000M,Hangi yüzeylerde kullanabilirim?,Jantlar ve lastikler dahil tüm dış bileşenlerde güvenle kullanabilirsiniz.
Q2M-RW1000M,Köpük tabancasında kullanılabilir mi?,"Evet, hem köpük tabancası hem de geleneksel kova şampuanı olarak kullanılabilir."
Q2M-RW1000M,Ne sıklıkla kullanmalıyım?,Hidrofobi azaldığında veya düzensiz bakım sonrası kullanmanız önerilir.
Q2M-BPYA1000M,Wax veya sealant'ımı söker mi?,"Aksine, pH nötr formülü mevcut korumayı artırır ve ömrünü uzatır."
Q2M-TWYA500M,Normal çamaşır deterjanı yerine neden TowelWash kullanmalıyım?,"Klasik deterjanlardaki yumuşatıcılar ve parfümler lif gözeneklerini tıkar, emiciliği düşürür; TowelWash kalıntı bırakmadan temizler."
Q2M-TWYA500M,Sıcak suyla yıkayabilir miyim?,40°C üzeri sıcaklık poliamid lifleri bozabilir; maksimum 40°C kullanın.
Q2M-TWYA500M,Yün eldivenlerde güvenli mi?,"Evet, nötr pH sayesinde doğal yün liflerine zarar vermez."
Q2M-TWYA500M,Renkli mikrofiberlerde solma yapar mı?,Boya içermediği için renk atmasına veya lekelenmeye neden olmaz.
70616,Seramik kaplamalı araçlarda kullanılabilir mi?,"Evet, pH nötr formül seramik kaplamalara zarar vermez."
70616,Sıcak yüzeylerde kullanılabilir mi?,"Hayır, güneş ışığından uzakta ve soğuk yüzeylerde uygulanmalıdır."
70616,Seyreltme oranı nedir?,10 L su için 20-30 gr ürün kullanılır.
70616,25 kg ile kaç yıkama yapılabilir?,Araç başı 25 gr hesabıyla yaklaşık 1000 yıkama yapılabilir.
701851,Mat yüzeylerde kullanılabilir mi?,"Evet, mat, metalik ve folyo kaplamalı yüzeylerde güvenle kullanılabilir."
701851,İnatçı kirler için nasıl kullanmalıyım?,1:5 oranında seyreltme ile daha güçlü bir temizlik elde edebilirsiniz.
701851,Contalara zarar verir mi?,"Hayır, sodyum hidroksit içermediği için contalarda kimyasal aşındırma yapmaz."
701851,Kurumasına izin verilmeli mi?,"Hayır, uygulama sonrası ürünün kurumasına izin vermeyin."
71490,Seramik kaplamalara zarar verir mi?,"Hayır, wax ve seramik kaplamalara zarar vermez."
71490,Köpük tabancası için seyreltme oranı nedir?,"1:2 ile 1:12 arasında, kir yoğunluğuna göre ayarlanır."
71490,Kurutmaya bırakılabilir mi?,"Hayır, köpüğü sıcak yüzeyde veya güneş altında kurumaya bırakmayın."
71490,Hangi araç türlerinde kullanılabilir?,"Otomobil, motosiklet, karavan, kamyon ve ticari araçlarda kullanılabilir."
